질병코드,한글명,영문명,카테고리
E10.12,케토산증 및 젖산증을 동반한 연소-발병당뇨병(진성),"Juvenile-onset diabetes (mellitus), with ketoacidosis, with lactic acidosis",당뇨
E10.12,케토산증 및 젖산증을 동반한 케톤증-경향당뇨병(진성),"TypeⅠdiabetes (mellitus), with ketoacidosis, with lactic acidosis",당뇨
E10.18,기타 및 상세불명의 산증을 동반한 1형 당뇨병,"Type 1 diabetes mellitus, with acidosis, other and unspecified",당뇨
E10.18,기타 및 상세불명의 산증을 동반한 불안정당뇨병(진성),"Brittle diabetes(mellitus), with acidosis, other and unspecified",당뇨
E10.18,기타 및 상세불명의 산증을 동반한 연소-발병당뇨병(진성),"Juvenile-onset diabetes (mellitus), with acidosis, other and unspecified",당뇨
E10.18,기타 및 상세불명의 산증을 동반한 케톤증-경향당뇨병(진성),"Ketosis-prone diabetes (mellitus), with acidosis, other and unspecified",당뇨
E10.2,신장합병증을 동반한 1형 당뇨병(N08.3*),"Type 1 diabetes mellitus, with renal complications(N08.3*)",당뇨
E10.2,신장합병증을 동반한 불안정당뇨병(진성)(N08.3*),"Brittle diabetes(mellitus), with renal complications(N08.3*)",당뇨
E10.2,신장합병증을 동반한 연소-발병당뇨병(진성)(N08.3*),"Juvenile-onset diabetes (mellitus), with renal complications(N08.3*)",당뇨
E10.2,신장합병증을 동반한 케톤증-경향당뇨병(진성)(N08.3*),"Ketosis-prone diabetes (mellitus), with renal complications(N08.3*)",당뇨
E10.20,초기 당뇨병성 신장병증을 동반한 1형 당뇨병(N08.3*),"Type 1 diabetes mellitus, with incipient diabetic nephropathy(N08.3*)",당뇨
E10.20,초기 당뇨병성 신장병증을 동반한 불안정당뇨병(진성)(N08.3*),"Brittle diabetes(mellitus), with incipient diabetic nephropathy(N08.3*)",당뇨
E10.20,초기 당뇨병성 신장병증을 동반한 연소-발병당뇨병(진성)(N08.3*),"Juvenile-onset diabetes (mellitus), with incipient diabetic nephropathy(N08.3*)",당뇨
E10.20,초기 당뇨병성 신장병증을 동반한 케톤증-경향당뇨병(진성)(N08.3*),"Ketosis-prone diabetes (mellitus), with incipient diabetic nephropathy(N08.3*)",당뇨
E10.20,미세알부민뇨(지속적)(일정한)를 동반한 1형 당뇨병(N08.3*),"Type 1 diabetes mellitus, with microalbuminuria(persistent)(constant)(N08.3*)",당뇨
E10.20,미세알부민뇨(지속적)(일정한)를 동반한 불안정당뇨병(진성)(N08.3*),"Brittle diabetes(mellitus), with microalbuminuria(persistent)(constant)(N08.3*)",당뇨
E10.20,미세알부민뇨(지속적)(일정한)를 동반한 연소-발병당뇨병(진성)(N08.3*),"Juvenile-onset diabetes (mellitus), with microalbuminuria(persistent)(constant)(N08.3*)",당뇨
E10.20,미세알부민뇨(지속적)(일정한)를 동반한 케톤증-경향당뇨병(진성)(N08.3*),"Ketosis-prone diabetes (mellitus), with microalbuminuria(persistent)(constant)(N08.3*)",당뇨
E10.20,사구체 기저막의 비후를 동반한 1형 당뇨병(N08.3*),"Type 1 diabetes mellitus, with glomerular basement-membrane thickening(N08.3*)",당뇨
E10.20,사구체 기저막의 비후를 동반한 불안정당뇨병(진성)(N08.3*),"Brittle diabetes(mellitus), with glomerular basement-membrane thickening(N08.3*)",당뇨
E10.20,사구체 기저막의 비후를 동반한 연소-발병당뇨병(진성)(N08.3*),"Juvenile-onset diabetes (mellitus), with glomerular basement-membrane thickening(N08.3*)",당뇨
E10.20,사구체 기저막의 비후를 동반한 케톤증-경향당뇨병(진성)(N08.3*),"Ketosis-prone diabetes (mellitus), with glomerular basement-membrane thickening(N08.3*)",당뇨
E10.20,사구체 메산지음 확장을 동반한 1형 당뇨병(N08.3*),"Type 1 diabetes mellitus, with glomerular mesangial expansion(N08.3*)",당뇨
E10.20,사구체 메산지음 확장을 동반한 불안정당뇨병(진성)(N08.3*),"Brittle diabetes(mellitus), with glomerular mesangial expansion(N08.3*)",당뇨
E10.20,사구체 메산지음 확장을 동반한 연소-발병당뇨병(진성)(N08.3*),"Juvenile-onset diabetes (mellitus), with glomerular mesangial expansion(N08.3*)",당뇨
E10.20,사구체 메산지음 확장을 동반한 케톤증-경향당뇨병(진성)(N08.3*),"Ketosis-prone diabetes (mellitus), with glomerular mesangial expansion(N08.3*)",당뇨
E10.20,초기 당뇨병성 신장병증(조기)(가역적)을 동반한 1형 당뇨병(N08.3*),"Type 1 diabetes mellitus, with incipient diabetic nephropathy(early)(reversible)(N08.3*)",당뇨
E10.20,초기 당뇨병성 신장병증(조기)(가역적)을 동반한 불안정당뇨병(진성)(N08.3*),"Brittle diabetes(mellitus), with incipient diabetic nephropathy(early)(reversible)(N08.3*)",당뇨
E10.20,초기 당뇨병성 신장병증(조기)(가역적)을 동반한 연소-발병당뇨병(진성)(N08.3*),"Juvenile-onset diabetes (mellitus), with incipient diabetic nephropathy(early)(reversible)(N08.3*)",당뇨
E10.20,초기 당뇨병성 신장병증(조기)(가역적)을 동반한 케톤증-경향당뇨병(진성)(N08.3*),"Ketosis-prone diabetes (mellitus), with incipient diabetic nephropathy(early)(reversible)(N08.3*)",당뇨
E10.21,확정된 당뇨병성 신장병증을 동반한 1형 당뇨병(N08.3*),"Type 1 diabetes mellitus, with established diabetic nephropathy(N08.3*)",당뇨
E10.21,확정된 당뇨병성 신장병증을 동반한 불안정당뇨병(진성)(N08.3*),"Brittle diabetes(mellitus), with established diabetic nephropathy(N08.3*)",당뇨
E10.21,확정된 당뇨병성 신장병증을 동반한 연소-발병당뇨병(진성)(N08.3*),"Juvenile-onset diabetes (mellitus), with established diabetic nephropathy(N08.3*)",당뇨
E10.21,확정된 당뇨병성 신장병증을 동반한 케톤증-경향당뇨병(진성)(N08.3*),"Ketosis-prone diabetes (mellitus), with established diabetic nephropathy(N08.3*)",당뇨
E10.21,단백뇨(고정된)(지속적)를 동반한 1형 당뇨병(N08.3*),"Type 1 diabetes mellitus, with proteinuria(fixed)(persistent)(N08.3*)",당뇨
E10.21,단백뇨(고정된)(지속적)를 동반한 불안정당뇨병(진성)(N08.3*),"Brittle diabetes(mellitus), with proteinuria(fixed)(persistent)(N08.3*)",당뇨
E10.21,단백뇨(고정된)(지속적)를 동반한 연소-발병당뇨병(진성)(N08.3*),"Juvenile-onset diabetes (mellitus), with proteinuria(fixed)(persistent)(N08.3*)",당뇨
E10.21,단백뇨(고정된)(지속적)를 동반한 케톤증-경향당뇨병(진성)(N08.3*),"Ketosis-prone diabetes (mellitus), with proteinuria(fixed)(persistent)(N08.3*)",당뇨
E10.21,마크로알부민뇨를 동반한 1형 당뇨병(N08.3*),"Type 1 diabetes mellitus, with macroalbuminuria(N08.3*)",당뇨
E10.21,마크로알부민뇨를 동반한 불안정당뇨병(진성)(N08.3*),"Brittle diabetes(mellitus), with macroalbuminuria(N08.3*)",당뇨
E10.21,마크로알부민뇨를 동반한 연소-발병당뇨병(진성)(N08.3*),"Juvenile-onset diabetes (mellitus), with macroalbuminuria(N08.3*)",당뇨
E10.21,마크로알부민뇨를 동반한 케톤증-경향당뇨병(진성)(N08.3*),"Ketosis-prone diabetes (mellitus), with macroalbuminuria(N08.3*)",당뇨
E10.21,사구체경화증(미만성)(모세혈관내)(결절성)을 동반한 1형 당뇨병(N08.3*),"Type 1 diabetes mellitus, with glomerulosclerosis(diffuse)(intracapillary)(nodular)(N08.3*)",당뇨
E10.21,사구체경화증(미만성)(모세혈관내)(결절성)을 동반한 불안정당뇨병(진성)(N08.3*),"Brittle diabetes(mellitus), with glomerulosclerosis(diffuse)(intracapillary)(nodular)(N08.3*)",당뇨
E10.21,사구체경화증(미만성)(모세혈관내)(결절성)을 동반한 연소-발병당뇨병(진성)(N08.3*),"Juvenile-onset diabetes (mellitus), with glomerulosclerosis(diffuse)(intracapillary)(nodular)(N08.3*)",당뇨
E10.21,사구체경화증(미만성)(모세혈관내)(결절성)을 동반한 케톤증-경향당뇨병(진성)(N08.3*),"Ketosis-prone diabetes (mellitus), with glomerulosclerosis(diffuse)(intracapillary)(nodular)(N08.3*)",당뇨
E10.21,신장질환(진행된)(NOS)(진행형)을 동반한 1형 당뇨병(N08.3*),"Type 1 diabetes mellitus, with nephropathy(advanced)(NOS)(progressive)(N08.3*)",당뇨
E10.21,신장질환(진행된)(NOS)(진행형)을 동반한 불안정당뇨병(진성)(N08.3*),"Brittle diabetes(mellitus), with nephropathy(advanced)(NOS)(progressive)(N08.3*)",당뇨
E10.21,신장질환(진행된)(NOS)(진행형)을 동반한 연소-발병당뇨병(진성)(N08.3*),"Juvenile-onset diabetes (mellitus), with nephropathy(advanced)(NOS)(progressive)(N08.3*)",당뇨
E10.21,신장질환(진행된)(NOS)(진행형)을 동반한 케톤증-경향당뇨병(진성)(N08.3*),"Ketosis-prone diabetes (mellitus), with nephropathy(advanced)(NOS)(progressive)(N08.3*)",당뇨
E10.21,키멜스틸-윌슨증후군을 동반한 1형 당뇨병(N08.3*),"Type 1 diabetes mellitus, with Kimmelstiel-Wilson syndrome(N08.3*)",당뇨
E10.21,키멜스틸-윌슨증후군을 동반한 불안정당뇨병(진성)(N08.3*),"Brittle diabetes(mellitus), with Kimmelstiel-Wilson syndrome(N08.3*)",당뇨
E10.21,키멜스틸-윌슨증후군을 동반한 연소-발병당뇨병(진성)(N08.3*),"Juvenile-onset diabetes (mellitus), with Kimmelstiel-Wilson syndrome(N08.3*)",당뇨
E10.21,키멜스틸-윌슨증후군을 동반한 케톤증-경향당뇨병(진성)(N08.3*),"Ketosis-prone diabetes (mellitus), with Kimmelstiel-Wilson syndrome(N08.3*)",당뇨
E10.22,만성 콩팥병을 동반한 1형 당뇨병(N08.3*),"Type 1 diabetes mellitus, with chronic kidney disease(N08.3*)",당뇨
E10.22,만성 콩팥병을 동반한 불안정당뇨병(진성)(N08.3*),"Brittle diabetes(mellitus), with chronic kidney disease(N08.3*)",당뇨
E10.22,만성 콩팥병을 동반한 연소-발병당뇨병(진성)(N08.3*),"Juvenile-onset diabetes (mellitus), with chronic kidney disease(N08.3*)",당뇨
E10.22,만성 콩팥병을 동반한 케톤증-경향당뇨병(진성)(N08.3*),"Ketosis-prone diabetes (mellitus), with chronic kidney disease(N08.3*)",당뇨
E10.22,만성 신부전을 동반한 1형 당뇨병(N08.3*),"Type 1 diabetes mellitus, with chronic renal failure(N08.3*)",당뇨
E10.22,만성 신부전을 동반한 불안정당뇨병(진성)(N08.3*),"Brittle diabetes(mellitus), with chronic renal failure(N08.3*)",당뇨
E10.22,만성 신부전을 동반한 연소-발병당뇨병(진성)(N08.3*),"Juvenile-onset diabetes (mellitus), with chronic renal failure(N08.3*)",당뇨
E10.22,만성 신부전을 동반한 케톤증-경향당뇨병(진성)(N08.3*),"Ketosis-prone diabetes (mellitus), with chronic renal failure(N08.3*)",당뇨
E10.22,신장기능장애를 동반한 1형 당뇨병 NOS(N08.3*),"Type 1 diabetes mellitus, with renal impairment NOS(N08.3*)",당뇨
E10.22,신장기능장애를 동반한 불안정당뇨병(진성) NOS(N08.3*),"Brittle diabetes(mellitus), with renal impairment NOS(N08.3*)",당뇨
E10.22,신장기능장애를 동반한 연소-발병당뇨병(진성) NOS(N08.3*),"Juvenile-onset diabetes (mellitus), with renal impairment NOS(N08.3*)",당뇨
E10.22,신장기능장애를 동반한 케톤증-경향당뇨병(진성) NOS(N08.3*),"Ketosis-prone diabetes (mellitus), with renal impairment NOS(N08.3*)",당뇨
E10.28,기타 및 상세불명의 신장합병증을 동반한 1형 당뇨병(N08.3*),"Type 1 diabetes mellitus, with other and unspecified renal complication(N08.3*)",당뇨
E10.28,기타 및 상세불명의 신장합병증을 동반한 불안정당뇨병(진성)(N08.3*),"Brittle diabetes(mellitus), with other and unspecified renal complication(N08.3*)",당뇨
E10.28,기타 및 상세불명의 신장합병증을 동반한 연소-발병당뇨병(진성)(N08.3*),"Juvenile-onset diabetes (mellitus), with other and unspecified renal complication(N08.3*)",당뇨
E10.28,기타 및 상세불명의 신장합병증을 동반한 케톤증-경향당뇨병(진성)(N08.3*),"Ketosis-prone diabetes (mellitus), with other and unspecified renal complication(N08.3*)",당뇨
E10.28,급성 신부전을 동반한 1형 당뇨병(N08.3*),"Type 1 diabetes mellitus, with acute renal failure(N08.3*)",당뇨
E10.28,급성 신부전을 동반한 불안정당뇨병(진성)(N08.3*),"Brittle diabetes(mellitus), with acute renal failure(N08.3*)",당뇨
E10.28,급성 신부전을 동반한 연소-발병당뇨병(진성)(N08.3*),"Juvenile-onset diabetes (mellitus), with acute renal failure(N08.3*)",당뇨
E10.28,급성 신부전을 동반한 케톤증-경향당뇨병(진성)(N08.3*),"Ketosis-prone diabetes (mellitus), with acute renal failure(N08.3*)",당뇨
E10.28,급성 신장기능장애를 동반한 1형 당뇨병(N08.3*),"Type 1 diabetes mellitus, with acute renal impairment(N08.3*)",당뇨
E10.28,급성 신장기능장애를 동반한 불안정당뇨병(진성)(N08.3*),"Brittle diabetes(mellitus), with acute renal impairment(N08.3*)",당뇨
E10.28,급성 신장기능장애를 동반한 연소-발병당뇨병(진성)(N08.3*),"Juvenile-onset diabetes (mellitus), with acute renal impairment(N08.3*)",당뇨
E10.28,급성 신장기능장애를 동반한 케톤증-경향당뇨병(진성)(N08.3*),"Ketosis-prone diabetes (mellitus), with acute renal impairment(N08.3*)",당뇨
E10.28,수질(유두)괴사를 동반한 1형 당뇨병(N08.3*),"Type 1 diabetes mellitus, with medullary (papillary) necrosis(N08.3*)",당뇨
E10.28,수질(유두)괴사를 동반한 불안정당뇨병(진성)(N08.3*),"Brittle diabetes(mellitus), with medullary (papillary) necrosis(N08.3*)",당뇨
E10.28,수질(유두)괴사를 동반한 연소-발병당뇨병(진성)(N08.3*),"Juvenile-onset diabetes (mellitus), with medullary (papillary) necrosis(N08.3*)",당뇨
E10.28,수질(유두)괴사를 동반한 케톤증-경향당뇨병(진성)(N08.3*),"Ketosis-prone diabetes (mellitus), with medullary (papillary) necrosis(N08.3*)",당뇨
E10.3,눈합병증을 동반한 1형 당뇨병(H36.0*),"Type 1 diabetes mellitus, with ophthalmic complications(H36.0*)",당뇨
E10.3,눈합병증을 동반한 불안정당뇨병(진성)(H36.0*),"Brittle diabetes(mellitus), with ophthalmic complications(H36.0*)",당뇨
E10.3,눈합병증을 동반한 연소-발병당뇨병(진성)(H36.0*),"Juvenile-onset diabetes (mellitus), with ophthalmic complications(H36.0*)",당뇨
E10.3,눈합병증을 동반한 케톤증-경향당뇨병(진성)(H36.0*),"Ketosis-prone diabetes (mellitus), with ophthalmic complications(H36.0*)",당뇨
E10.31,당뇨병성 비증식성 망막병증을 동반한 1형 당뇨병(H36.0*),"Type 1 diabetes mellitus, with diabetic nonproliferative retinopathy(H36.0*)",당뇨
E10.31,당뇨병성 비증식성 망막병증을 동반한 불안정당뇨병(진성)(H36.0*),"Brittle diabetes(mellitus), with diabetic nonproliferative retinopathy(H36.0*)",당뇨
E10.31,당뇨병성 비증식성 망막병증을 동반한 연소-발병당뇨병(진성)(H36.0*),"Juvenile-onset diabetes (mellitus), with diabetic nonproliferative retinopathy(H36.0*)",당뇨
E10.31,당뇨병성 비증식성 망막병증을 동반한 케톤증-경향당뇨병(진성)(H36.0*),"Ketosis-prone diabetes (mellitus), with diabetic nonproliferative retinopathy(H36.0*)",당뇨
E10.31,망막내 미세혈관이상(면화반점)을 동반한 1형 당뇨병(H36.0*),"Type 1 diabetes mellitus, with intraretinal microvascular abnormality(IRMA) , cotton-wool spot(H36.0*)",당뇨
E10.31,망막내 미세혈관이상(면화반점)을 동반한 불안정당뇨병(진성)(H36.0*),"Brittle diabetes(mellitus), with intraretinal microvascular abnormality(IRMA) , cotton-wool spot(H36.0*)",당뇨
E10.31,망막내 미세혈관이상(면화반점)을 동반한 연소-발병당뇨병(진성)(H36.0*),"Juvenile-onset diabetes (mellitus), with intraretinal microvascular abnormality(IRMA) , cotton-wool spot(H36.0*)",당뇨
E10.31,망막내 미세혈관이상(면화반점)을 동반한 케톤증-경향당뇨병(진성)(H36.0*),"Ketosis-prone diabetes (mellitus), with intraretinal microvascular abnormality(IRMA) , cotton-wool spot(H36.0*)",당뇨
E10.31,"망막내 미세혈관이상(정맥 염주, 고리, 중복)을 동반한 1형 당뇨병(H36.0*)","Type 1 diabetes mellitus, with intraretinal microvascular abnormality(IRMA) , venous beading, looping, reduplication(H36.0*)",당뇨
E10.31,"망막내 미세혈관이상(정맥 염주, 고리, 중복)을 동반한 불안정당뇨병(진성)(H36.0*)","Brittle diabetes(mellitus), with intraretinal microvascular abnormality(IRMA) , venous beading, looping, reduplication(H36.0*)",당뇨
E10.31,"망막내 미세혈관이상(정맥 염주, 고리, 중복)을 동반한 연소-발병당뇨병(진성)(H36.0*)","Juvenile-onset diabetes (mellitus), with intraretinal microvascular abnormality(IRMA) , venous beading, looping, reduplication(H36.0*)",당뇨
E10.31,"망막내 미세혈관이상(정맥 염주, 고리, 중복)을 동반한 케톤증-경향당뇨병(진성)(H36.0*)","Ketosis-prone diabetes (mellitus), with intraretinal microvascular abnormality(IRMA) , venous beading, looping, reduplication(H36.0*)",당뇨
